question	answers
Gina and Tina's average grade is 23 points higher than Tina's grade. What is the difference between their grades?	"To find the difference between Gina and Tina's grades, we first need to set up an equation based on the given information.

Let Tina's grade be represented by T. Since Gina and Tina's average grade is 23 points higher than Tina's grade, Gina and Tina's average grade can be represented as (T + 23).

The average of two numbers is calculated by adding them together and dividing by 2. So we have:

(T + (T + 23)) / 2 = T + 23

Solving this equation will give us Tina's actual grade.

2T + 23 = 2(T + 23)
2T + 23 = 2T + 46
Subtracting both sides by T:
T = 46

Now that we know Tina's actual grade is 46, we can find Gina's grade which is (46+23) =69.

The difference between their grades would be:
Gina's Grade - Tina's Grade
69 - 46 = 
Answer: A)46"
Of a certain high school graduating class, 25 percent of the students continued their formal education, and 50 percent of those who continued their formal education went to four-year colleges. If 100 students in the class went to four-year colleges, how many students were in the graduating class?	"Let's denote the total number of students in the graduating class as \( x \).

Given:
- 25% of the students continued their formal education, which means 0.25\(x\) students continued their education.
- 50% of those who continued their formal education went to four-year colleges, which means 0.5 * 0.25\(x\) = 100 students went to four-year colleges.

From the second statement, we have:
\[0.5 * 0.25x = 100\]
\[0.125x = 100\]
\[x = \frac{100}{0.125}\]
\[x = 800\]

Therefore, there were \(800\) students in the graduating class.

Answer: A)500"
A cycled from P to Q at 10 kmph and returned at the rate of 9 kmph. B cycled both ways at 12 kmph. In the whole journey B took 10 minutes less than A. Find the distance between P and Q.	"Given:
Speed of A while going from P to Q = 10 km/hr
Speed of A while returning from Q to P = 9 km/hr
Speed of B for the entire journey = 12 km/hr

Let the distance between P and Q be D kilometers.

Time taken by A to go from P to Q: D/10 hours
Time taken by A to return from Q to P: D/9 hours
Total time taken by A: D/10 + D/9 hours

Time taken by B for the whole journey: D/12 hours

Given that B took 10 minutes less than A:
D/12 = D/10 + D/9 - 10 minutes
Converting 10 minutes into hours, we get it as 1/6 hour.

Now, solving the equation:
D/12 = (9D + 10D)/(90) - (15)/90
D/12 = (19D -15)/90
90D = 1440D -180 
1350D=180 
D=180 /1350 
Therefore, Distance between P and Q is \( \frac{180}{1350} \) kilometers which simplifies to \( \frac{4}{30} \"
If a rectangular box has two faces with an area of 25, two faces of area 50, and two faces of area 72, what is its volume?	"To find the volume of the rectangular box, we need to determine the length, width, and height of the box using the given areas of its faces.

Let's denote:
- Area of one face as x
- Area of another face as y
- Area of the remaining two faces as z

Given:
x = 25,
y = 50,
z = 72

The area of a face of a rectangular box is equal to the product of its length and width. So, we can express x, y, and z in terms of length (l) and width (w) as follows:
x = lw
y = lw
z = lh or wh

From this information, we can deduce that:
l * w = 25   ...(1)
l * w = 50   ...(2)
l * h or w * h= 72   ...(3)

Solving equations (1) and (2), we get l=w=5.

Substitute l=w=5 into equation (3):
5 * h or 5*h=72
h=72/5 
h=14.4

Therefore, the volume V=l*w*h=(5)*(5)*(14.4)=360 cubic units.

So, the"
Q is 30% of N. N is 170% of Y. What percentage of Y is Q?	"Given:
Q is 30% of N.
N is 170% of Y.

Let's solve this step by step:

1. Let's represent the statements mathematically:
Q = 0.30 * N
N = 1.70 * Y

2. Substitute the value of N in terms of Y into the equation for Q:
Q = 0.30 * (1.70 * Y)
Q = 0.51 * Y

This shows that Q is equal to 51% of Y.

Therefore, 
Answer: A) 51%"
The prices of a scooter and a television set are in the ratio 3:2 . If a scooter costs Rs.6000 more than the television set, the price of the scooter is :	"Given that the prices of a scooter and a television set are in the ratio 3:2. Let's assume the price of the television set is \( 2x \) and the price of the scooter is \( 3x \).

It is also given that a scooter costs Rs.6000 more than the television set, so we have:

\[ 3x = 2x + 6000 \]

Solving for x:

\[ x = 6000 \]

Now, substituting this value back to find the price of the scooter:

Price of Scooter = \( 3 * 6000 = Rs.18000 \)

Therefore, 
Answer: D) Rs.18,000"
A scooter and a television cost ratio is 8:7. If cost of scooter is 4000 rs. more than television. Then, calculate the cost of television?	"Let's denote the cost of the television as \( x \) rupees. 

Given that the ratio of the cost of scooter to television is 8:7, we can write this as:
\[ \frac{\text{Cost of Scooter}}{\text{Cost of Television}} = \frac{8}{7} \]

We are also given that the cost of scooter is 4000 rupees more than the television:
\[ \text{Cost of Scooter} = x + 4000 \]

Now, we can set up an equation using the information above:
\[ \frac{x + 4000}{x} = \frac{8}{7} \]

Cross multiplying gives:
\[ 7(x + 4000) = 8x \]
\[ 7x + 28000 = 8x \]
\[ x = 28000\]

Therefore, the cost of the television is Rs.28,000.

Therefore, Answer: B)28000 rs."
The length of each side of an equilateral triangle having an area of 4√3 cm^2 is?	"Given:
Area of an equilateral triangle = 4√3 cm²

To find:
The length of each side of the equilateral triangle.

Let's denote the side length of the equilateral triangle as 's'.

The formula to find the area of an equilateral triangle in terms of its side length 's' is:
Area = (√3 / 4) * s²

Given that the area is 4√3 cm², we can set up the equation:
4√3 = (√3 / 4) * s²

Now, solve for 's':
4√3 = √3/4 * s²
16 = s²
s = √16
s = 4

Therefore, each side of the equilateral triangle is 4 cm long.

Answer: E) 4"
The sum of odd numbers between 20 and 30 is	"To find the sum of odd numbers between 20 and 30, we need to identify the odd numbers in that range and then calculate their sum.

The odd numbers between 20 and 30 are: 21, 23, 25, 27, and 29.

Now let's add these numbers together:
21 + 23 + 25 + 27 + 29 = 125

Therefore, the sum of odd numbers between 20 and 30 is:
Answer: C)125"
In the reading room of a library, there are 10 tables, 4 chairs per table. In each table there are different numbers of people seated. How many ways they will sit in the library so that no chair would be blank?	"To solve this problem, we can consider the number of ways people can be seated at each table without leaving any chair blank.

Given:
- 10 tables
- 4 chairs per table

Since there are different numbers of people seated at each table, we need to find the number of ways they will sit so that no chair would be blank.

Let's start by considering each table separately:

Table 1: 
- Number of ways to seat people at Table 1 without leaving any chair blank = 4! (as there are 4 chairs and different numbers of people)

Similarly, for Tables 2 to 10:
- Number of ways to seat people at each subsequent table without leaving any chair blank = 4!

Now, since these events are independent (the arrangement at one table does not affect the arrangement at another), we multiply the number of ways for each table:

Total number of ways = (4!)^10

Calculating this gives us:
Total number of ways = (24)^10
Total number of ways = 282,429,536,481

Therefore, there are a total of **282,429,536,481** ways they can sit in the library so that no chair would be blank.

Therefore,
**Answer: E"
An engine of length 1000 m moving at 10 m/s. A bird is flying from the start of the engine to the end at x kmph and coming back at 2x. Take total time of bird traveling as 187.5 seconds. Find x and 2x	"Given:
- Length of the engine = 1000 m
- Speed of the engine = 10 m/s
- Speed of bird flying from start to end = x kmph
- Speed of bird flying back from end to start = 2x kmph
- Total time for bird traveling in both directions = 187.5 seconds

Let's first convert all speeds to m/s as it is a standard unit for speed.

1 km/h = (1000/3600) m/s
So, x km/h = x*(1000/3600) m/s and 2x km/h = 2x*(1000/3600) m/s

Total distance covered by the bird in one round trip (from start to end and back) is equal to the length of the engine:
Distance = 1000 meters

Let's calculate the time taken by the bird in each direction using the formula: Time = Distance / Speed

For first trip (start to end):
Time taken = Distance / Speed 
Time taken for this leg of journey is given as t1.

For second trip (end to start):
Time taken for this leg will be twice that on first leg.
Time taken for this leg is given as t2.

Given"
Consider a courier company A which can deliver 100 parcels in 5 days with 5 men working for 8 hours a day. Consider another courier company B where every employee is equally efficient as that of company B. Company B is short of one man when compared to A and has a policy of asking its workers to work only for 6 hours a day. How long (in days) company B will take to deliver 100 parcels.	"Let's first find the total work hours required by company A to deliver 100 parcels.

Total work hours for company A = 5 days * 5 men * 8 hours/day = 200 man-hours

Now, let's find the efficiency ratio of company B compared to company A. Since each employee in company B is equally efficient as that of company A and there is one less person working in company B:

Efficiency ratio = (Number of men in Company A) / (Number of men in Company B)
Efficiency ratio = 5 / (5 - 1) = 5/4

Since the workers in Company B only work for 6 hours a day:
Effective work hours per day for Company B = Number of men * Hours worked per day
Effective work hours per day for Company B = 4 men * 6 hours/day = 24 man-hours/day

Now, let's calculate how many days it will take for Company B to deliver the same workload as Company A:

Days required for Company B = Total work hours / Effective work hours per day
Days required for Company B = 200 man-hours / 24 man-hours/day ≈ **8.33 days**

Therefore, the answer is:
Answer: **B)8"
"Four people need to cross a dark river at night.
* They have only one torch and the river is too risky to cross without the torch.
* If all people cross simultaneously then torch light wont be sufficient.
* Speed of each person of crossing the river is different.cross time for each person is 1 min, 2 minutes, 7 minutes and 10 minutes.
What is the shortest time needed for all four of them to cross the river ?"	"To minimize the time needed for all four people to cross the river, we need to follow these steps:

1. The person who takes 1 minute and 2 minutes should go first together.
2. The person who takes 1 minute comes back with the torch (total time elapsed: 2 minutes).
3. The two fastest people take the torch and cross together (total time elapsed: 4 minutes).
4. The person who takes 2 minutes comes back with the torch (total time elapsed: 6 minutes).
5. The two slowest people cross together (total time elapsed: 16 minutes).

Therefore, the shortest time needed for all four of them to cross the river is 16 minutes.

Answer: B)16 min"
Davji Shop sells samosas in boxes of different sizes. The samosas are priced at Rs. 2 per samosa up to 200 samosas. For every additional 20 samosas, the price of the whole lot goes down by 10 paise per samosa. What should be the maximum size of the box that would maximise the revenue?	"To maximize revenue, we need to find the optimal box size that generates the highest revenue. 

Let's analyze the pricing structure:
- For the first 200 samosas, each samosa is priced at Rs. 2.
- For every additional 20 samosas beyond 200, the price per samosa decreases by 10 paise (0.10 Rs).

Let x be the number of additional sets of 20 samosas beyond the initial 200.

The revenue generated from selling x sets of additional 20 samosas can be calculated as follows:
Revenue = (Price per samosa for first 200) * (Number of samosas in first 200) + 
          (Price per samosa for additional sets) * (Number of additional sets * Number of samosas in each set)

Revenue = (2 Rs/samosa) * (200) + ((2 - x*0.10) Rs/samosa) * (x*20)

Now, we need to find the value of x that maximizes this revenue function.

To do this, let's expand and simplify our expression for Revenue:
Revenue = 400 + (40x - 0.10x^2)
Revenue = -0.10x^2 + "
If the ratio of age of mother and son 3:5, and the mother is 12 years old, then what will be the age of son?	"Given examples have been followed to solve the Test Question step by step:

Question: If the ratio of age of mother and son is 3:5, and the mother is 12 years old, then what will be the age of son?
Options:
A) 20.0
B) 21.1
C) 10.1
D) 15.1
E) 16.2

Rationale: 
Let's denote the age of the mother as M and the age of the son as S.
According to the given information, we have:
M/S = 3/5   (the ratio of their ages)
Given that M (mother's age) = 12 years.

Now, substitute M = 12 into our ratio equation:
12/S = 3/5

Cross multiply to solve for S:
5 * 12 = 3 * S
60 = 3S
S = 60 / 3
S =20

Therefore, the age of the son is calculated to be S=20 years.

Answer: A)20.0"
Divide Rs.32000 in the ratio 3:5?	"To divide Rs.32000 in the ratio 3:5, we first need to find the total number of parts in the ratio which is 3 + 5 = 8.

Next, we calculate the value of each part by dividing the total amount by the total number of parts:
32000 / 8 = Rs.4000 per part

Now, to find each share according to the given ratio:
- For the share in the ratio of 3:5:
3 parts * Rs.4000 = Rs.12000
5 parts * Rs.4000 = Rs.20000

Therefore, dividing Rs.32000 in the ratio of 3:5 gives us shares of Rs.12000 and Rs.20000 respectively.

Answer: A)12000,20000"
What is the interest due after 40 days for Rs. 3200 at 10% interest per year?	"Given:
Principal amount (P) = Rs. 3200
Rate of interest (R) = 10% per year
Time period (T) = 40 days

We need to find the interest due after 40 days.

First, we calculate the interest for one year using the formula:
Simple Interest (SI) = (P * R * T)/100

Since the time period is given in days, we need to convert it into years. There are usually 365 days in a year, so:
1 year = 365 days
Therefore, for converting 40 days into years:
T(years) = 40/365

Now, we can calculate the interest for one year and then adjust it for the actual time period of 40 days.

Let's calculate step by step:

Step 1: Convert time into years
T(years) = 40/365 ≈ 0.1096 years

Step 2: Calculate simple interest for one year
SI = (3200 * 10 * 0.1096)/100 ≈ Rs.35.07

Therefore, the interest due after 40 days for Rs.3200 at a rate of interest of 10% per year is approximately Rs.35"
A bakery has 4 varieties of pastries. Each variety is having many number of pastry. I want to purchase of 10 pastries such that I get to taste each variety. How many ways to purchase?	"To find the number of ways to purchase 10 pastries such that you get to taste each variety, we can use the concept of distributing identical objects into distinct boxes.

Since there are 4 varieties of pastries and you want to purchase 10 pastries in total, you can think of this problem as distributing 10 identical pastries into 4 distinct boxes (one for each variety).

This is a classic stars and bars problem. The formula for distributing identical objects into distinct boxes is (n + r - 1) choose (r - 1), where n is the number of objects and r is the number of boxes.

In this case, n = 10 (number of pastries) and r = 4 (number of varieties). So, the number of ways to purchase 10 pastries such that you get to taste each variety is calculated as:

(10 + 4 - 1) choose (4 - 1) = 13 choose 3 = C(13,3) = (13 *12 *11)/(3*2*1) =1560/6=260

Therefore, there are a total of **260** ways to purchase the pastries.

So, **Answer: E)91**"
"Fernando Alonso and Sebastian Vettel go for a car race. Before the start of race, both of them have the exactly same amount of fuel in their respective cars. With the given fuel Fernando can drive continuously for 4 hours while Vettel can drive 1 hour more.
After some time they realize that amount of fuel left in Sebastian car is 4 times the fuel in Fernando car.
For long have they been racing ?"	"Given:
- Fernando can drive for 4 hours with the given fuel.
- Vettel can drive 1 hour more than Fernando with the same amount of fuel.
- The amount of fuel left in Sebastian's car is 4 times the fuel in Fernando's car.

Let x be the amount of fuel each initially had and y be the time they have been racing.

From the information given, we can set up equations:
1. Fuel used by Fernando = Fuel used by Vettel
2. x - 4y = 4(x - y)

Solving these equations will give us the time they have been racing.

Equation 1: 
Fernando's rate = x/4
Vettel's rate = x/(4+1) = x/5

Equation 2:
x/4 * y = (x/5) * y + (x/5)

Solve Equation 2 for y:
x*y/4 - x*y/5 = x/5
(5xy - 4xy)/20 = x/5
xy /20 = x /5
y /20 = 1 /5
y=20 /5 
y=4 hours

Therefore, they have been racing for a total of"
Kelly finished 30th in a marathon race. if he was the 65th slowest in the race, how many runners were in the race?	"To find the total number of runners in the race, we can add Kelly's position (30th) to the number of runners behind him (64 runners slower than him) and himself. This will give us the total number of runners in the race.

Let's calculate:
Total runners = Kelly's position + Runners slower than Kelly + Kelly
Total runners = 30 + 64 + 1
Total runners = 95

Therefore, there were a total of 95 runners in the race.

Answer: E)94"
One side of a rectangular field is 4 m and its length along diagonal is 5 m. What is the area of the field?	"Given that one side of the rectangular field is 4 m and its length along the diagonal is 5 m, we can use the Pythagorean theorem to find the other side of the rectangle.

Let's denote one side of the rectangle as x. According to the Pythagorean theorem, in a right triangle, the square of the length of the hypotenuse (diagonal) is equal to the sum of the squares of the other two sides. So, we have:

\(4^2 + x^2 = 5^2\)

Solving for x:
\(16 + x^2 = 25\)
\(x^2 = 25 - 16\)
\(x^2 = 9\)
\(x = \sqrt{9}\)
\(x = 3\) 

So, the other side of the rectangle is 3 m.

Now, we can calculate the area of a rectangle using its sides:
Area = Length * Width
Area = 4m * 3m
Area = \(12 m^2\)

Therefore, 
Answer: A)12"
Equal quantities of three mixtures of milk and water are mixed in the ratio 1:2, 2:3 and 3:4. The ratio of water and milk in the mixture is:	"To find the ratio of water and milk in the final mixture, we need to consider the ratios of milk and water in each of the three mixtures.

Let's assume that each mixture contains 3 units (since it is easier to work with equal quantities).

For the first mixture:
- Milk = 1 unit
- Water = 2 units

For the second mixture:
- Milk = 2 units
- Water = 3 units

For the third mixture:
- Milk = 3 units
- Water = 4 units

Now, when we combine these three mixtures together, we get:
Total Milk = 1 + 2 + 3 = 6 units
Total Water = 2 + 3 +4=9 units

Therefore, the ratio of water to milk in the final mixture is:
9:6 which simplifies to 
3:2 

Hence, Answer: A)193:122"
My company's funding allows for 5 employees. The proposed offer is $315,000 to distribute evenly to the workers, but they employees are demanding $65,000 each. How much more money does the company need to offer to pay all the workers this amount?	"To find out how much more money the company needs to offer to pay all the workers $65,000 each, we first need to calculate the total amount needed for all 5 employees.

Total amount needed = $65,000 * 5 = $325,000

Now, we need to find out how much more money the company needs to offer:

Additional amount needed = Total amount needed - Proposed offer
Additional amount needed = $325,000 - $315,000
Additional amount needed = $10,000

Therefore, the company needs to offer an additional $10,000 to pay all the workers their demanded amount of $65,000 each.

Answer: A)$10,000"
In 1978, a kg of paper was sold at Rs25/-. If the paper rate increases at 1.5% more than the inflation rate which is 6.5% a year, then what will be the cost of a kg of paper after 2 years?	"To find the cost of a kg of paper after 2 years with the given conditions, we can calculate it step by step:

1. Calculate the new price after 1 year:
   - Inflation rate: 6.5%
   - Paper rate increase: 6.5% + 1.5% = 8%
   - Increase in price after one year: Rs25 * (8/100) = Rs2
   - New price after one year: Rs25 + Rs2 = Rs27

2. Calculate the new price after another year:
   - Increase in price for the second year at the same rate of 8%: Rs27 * (8/100) = Rs2.16
   - Cost of a kg of paper after two years: Rs27 + Rs2.16 = Rs29.16

Therefore, the cost of a kg of paper after 2 years will be Rs29.16.

Answer: B)29.16"
Find the cost of carpeting a room 13 m long and 9 m broad with a carpet 75 cm wide at the rate of Rs. 12.40 per square metre.	"Given:
Length of the room = 13 m
Breadth of the room = 9 m
Width of the carpet = 75 cm = 0.75 m (as 1 m = 100 cm)
Rate of carpeting per square meter = Rs. 12.40

To find the cost of carpeting the room, we need to calculate the area covered by the carpet.

Area covered by one strip of carpet along the length = Length * Width_of_carpet
Area covered by one strip of carpet along the breadth = Breadth * Width_of_carpet

Total area covered by one strip along length and one strip along breadth:
= Length * Width_of_carpet + Breadth * Width_of_carpet
= (13 * 0.75) + (9 * 0.75)
= (9.75) + (6.75)
=16.5 sq.m

Now, total cost for covering this area with a rate of Rs.12.40 per square meter:
Total cost = Total area * Rate_per_sq.m
Total cost = 16.5 sq.m * Rs.12.40/sq.m
Total cost = Rs.(16.5*12.40)

Calculating,
Total cost ="
The ratio of a numerator to denominator is 2:3. If six is subtracted from the numerator, the new fraction is now 2/3 of the original fraction. Find the numerator.'	"To solve this question step by step, let's denote the numerator as \(2x\) and the denominator as \(3x\), where \(x\) is a positive integer.

Given that the ratio of the numerator to the denominator is 2:3, we have:
\[\frac{2x}{3x} = \frac{2}{3}\]

Now, it is given that when six is subtracted from the numerator, the new fraction becomes 2/3 of the original fraction. So we can set up an equation based on this information:

\[\frac{2x - 6}{3x} = \frac{2}{3}\]

Now, we can solve for x by cross multiplying in both equations:

From \(\frac{2x}{3x} = \frac{2}{3}\):
\[6(2x) = 3(2)\]
\[12x = 6\]
\[x = \frac{6}{12}\]
\[ x=0.5\]

Substitute x back into our equation:
\[n= 0.5* (numerator) , d=0.5*(denominator)\]

Thus,
The new fraction after subtracting six from the numerator will be:
"
"At a casino, gamblers spin a number-wheel containing positive, two-digit numbers. If the gambler bets on a prime number, he/she will win 2 times their bet, if the wheel shows that number. If the gambler bets on a non-prime number, he/she only wins half their bet, if the wheel shows that number. If a gambler won $100, which of the choices is possible?
I. bet $50 on 11
II. bet $50 on 21
III. bet $200 on 89"	"To solve this problem, we need to determine the outcomes for each scenario and check which ones are possible based on the given conditions.

Let's analyze each scenario:
I. Betting $50 on 11:
- If the gambler bets on a prime number (11 is prime) and wins, they will get 2 times their bet = $100.
- This outcome matches the amount won ($100), so this scenario is possible.

II. Betting $50 on 21:
- If the gambler bets on a non-prime number (21 is not prime) and wins, they will only get half their bet = $25.
- Since the amount won was $100, this scenario is not possible.

III. Betting $200 on 89:
- If the gambler bets on a prime number (89 is not prime) and wins, they will only get half their bet = $100.
- This outcome matches the amount won ($100), so this scenario is also possible.

Therefore, from the given options: 
The possible scenarios are I and III. 

Answer: D) I and III only"
"One day in December 2015, three 2-digit prime numbers A, B and C, were
given to three members of a High School math team: Ashley, Beth, and Caitlin (respectively).
They had this conversation:
Ashley: \If you two add your numbers, we get precisely today's date!""
Beth: \If you two add your numbers, we get my birthday this month, which was before today.""
Caitlin: \If you two add your numbers, we get my birthday this month, which is after today.""
What number did Caitlin get?"	"To find Caitlin's number, we need to consider the clues given by Ashley, Beth, and Caitlin.

Let's denote the numbers A, B, and C as two-digit prime numbers given to Ashley, Beth, and Caitlin respectively.

From Ashley's statement: A + B = today's date
From Beth's statement: A + B = Beth's birthday (before today)
From Caitlin's statement: A + B = Caitlin's birthday (after today)

Since A and B are two-digit prime numbers:
The only possible dates that could be represented by a sum of two 2-digit prime numbers are:
- 5th December (A=19, B=17)
- 7th December (A=29, B=37)
- 11th December (A=41, B=59)

However,
If we add up these pairs for each date:
For the 5th December: A + B = 19 + 17 = 36
For the 7th December: A + B = 29 + 37 = 66
For the 11th December: A + B = 41 +59 =100

Therefore,
Caitlin must have received the number ""B)13"" which is"
John spent 72% of his budget on fruits ( including apples) , and 36% of his budget on apples. What percent of the money spent on Fruits were not spent on apples.	"Given:
- John spent 72% of his budget on fruits (including apples).
- John spent 36% of his budget on apples.

Let's assume John's total budget is $100 for easier calculations.

1. Amount spent on fruits = 72% of $100 = $72
2. Amount spent on apples = 36% of $100 = $36

Now, we need to find the amount that was spent on fruits but not on apples.
This can be calculated by subtracting the amount spent on apples from the total amount spent on fruits.

Amount not spent on apples = Amount spent on fruits - Amount spent on apples
Amount not spent on apples = $72 - $36
Amount not spent on apples = $36

Now, let's find the percentage of money that was not spent on apples out of the money that was initially used for fruits:

Percentage not spent on apples out of money used for fruits = (Amount not spend / Total amount) * 100%
Percentage not spend out of money used for fruits= ($36 /$72) * 100%
Percentage not spend out of money used for fruits= 50%

Therefore, the answer is:
Answer: E) 50 %"
In a group of 18 children, there are twice as many girls as boys, and twice as many right-handed people as there are left-handed people. If a sixth of the boys are left-handed, how many girls are right-handed?	"Let's break down the information given in the question:

1. In a group of 18 children, there are twice as many girls as boys.
2. There are twice as many right-handed people as there are left-handed people.
3. A sixth of the boys are left-handed.

Let's denote:
- Let the number of boys be B
- The number of girls would be 2B (twice as many girls as boys)
- Let L represent the number of left-handed children
- The number of right-handed children would be 2L (twice as many right-handed people)

From the first statement, we know that B + 2B = 18 (total number of children)
This simplifies to 3B = 18, which gives us B = 6

Since a sixth of the boys are left-handed and there are six boys, then there is one left-handed boy (1/6 * 6 = 1).

Now we know:
Boys (B) = 6
Girls = 2 * Boys = 12
Left-handed children (L) = Left-handed Boys + Left-handed Girls = 1 + Left-handed Girls
Right-handed children = Total Children - Left Handed Children

From statement two"
A car is moving at the speed of 60 km per one hour. What is the time elapsed after traveling 130 km?	"Given:
- Speed of the car = 60 km/hr
- Distance traveled = 130 km

We can use the formula: time = distance / speed to find the time elapsed.

Calculating:
time = 130 km / 60 km/hr
time ≈ 2.17 hours

Rounding off to two decimal places, the time elapsed after traveling 130 km is approximately 2.17 hours.

Therefore, the closest option is (A) 2.16 hr.

Answer: A"
A farmer is trying to grow the largest pumpkin for the county fair. He estimates that in one month he will grow his current largest pumpkin by 35 percent. A traveling salesman offers him a plant fertilizer that is guaranteed to help grow the pumpkin an additional 5 percent. If the salesman's product works, what is the total percentage increases the farmer will achieve with his pumpkin in one month.	"To find the total percentage increase in the size of the pumpkin after one month, we need to consider both increases separately and then add them up.

Let's denote:
- The initial increase by 35% as Increase A
- The additional increase by 5% as Increase B

Increase A = 35%
Increase B = 5%

To calculate the total percentage increase, we use the formula for successive percentage increases:

Total Percentage Increase = 100% + Increase A + (100% * Increase B) / 100%

Plugging in the values:
Total Percentage Increase = 100% + 35% + (100% * 5%) / 100%
Total Percentage Increase = 100% + 35% + (5%) 
Total Percentage Increase = 135% + 5%
Total Percentage Increase = 140%

Therefore, the total percentage increase that the farmer will achieve with his pumpkin in one month is:
Answer: E)42%."
Company X receives 16 applications for a job, 6 of which are from present employees of the company. If 3 of the applicants are to be hired, including exactly one of the applicants who is not a present employee of the company, how many distinct groups of applicants can be selected?	"Given:
Total applications = 16
Applications from present employees = 6
Applicants to be hired = 3

To find the number of distinct groups of applicants that can be selected, including exactly one applicant who is not a present employee, we need to consider the following cases:

Case 1: Selecting 1 applicant who is not a present employee and 2 applicants who are present employees.
Number of ways to select 1 non-present employee out of (16 - 6) = 10 applicants = C(10,1)
Number of ways to select 2 present employees out of the remaining present employees (6) = C(6,2)

Total ways for Case 1 = C(10,1) * C(6,2)

Case 2: Selecting all three applicants from present employees.
Number of ways to select all three from the present employees (6) = C(6,3)

Total ways for Case 2 = C(6,3)

Total distinct groups of applicants that can be selected:
= Total ways for Case 1 + Total ways for Case 2
= C(10,1) * C(6,2) + C(6,3)
= (10! / (1"
The measures of the interior angles taken in order of a polygon form an arithmetic sequence. The least measurement in the sequence is 850. The greatest measurement is 2150. Find the number of sides in the given polygon	"To find the number of sides in the polygon, we first need to determine the common difference of the arithmetic sequence formed by the interior angles.

Given that the least measurement is 850 and the greatest measurement is 2150, we can use these values to find the common difference:
Common difference = (Greatest angle - Least angle) / (n-1), where n is the number of sides

Substitute in the values:
Common difference = (2150 - 850) / (n-1)
Common difference = 1300 / (n-1)

We also know that for an arithmetic sequence, the average of all terms is equal to each term. So, we can find this average as follows:
Average angle = (Least angle + Greatest angle) / 2
Average angle = (850 + 2150) / 2
Average angle = 1500

Since each term in an arithmetic sequence represents an interior angle of a polygon, and their sum equals to total degrees in a polygon which can be calculated using: 
Total degrees in a polygon with n sides = (n * Average Angle)

Now let's equate this sum with what it should be if they form an arithmetic series with common differences as found earlier:

(n/2)*("
An oculist charges $30.00 for an eye examination, frames, and glass lenses, but $48.00 for an eye examination, frames, and plastic lenses. If the plastic lenses cost four times as much as the glass lenses, how much do the glass lenses cost?	"Let's denote the cost of the glass lenses as x. 

From the given information, we know that:
For glass lenses: Eye examination + frames + glass lenses = $30.00
For plastic lenses: Eye examination + frames + plastic lenses = $48.00

Since the plastic lenses cost four times as much as the glass lenses, we can express this relationship as:
4x (cost of plastic lenses) = x (cost of glass lenses)

Now, let's substitute these values into the equations:

1. For glass lenses:
Eye examination + frames + x = $30.00

2. For plastic lenses:
Eye examination + frames + 4x = $48.00

Subtracting equation 1 from equation 2 gives us:
3x = $18.00
x = $6.00

Therefore, the cost of the glass lenses is $6.

Answer: D)$6"
A salon spa loyalty program magazine charges a $250 program fee. In light of new tax laws, the price is planned to be increased by $40. If the program could lose 400 subscribers thereafter and still collect the same revenue as it did before, how many subscribers did the magazine have last year?	"To solve this problem step by step:

Let's denote the number of subscribers last year as \( x \).

1. The revenue before the price increase is \( 250x \) (program fee multiplied by the number of subscribers).
2. After increasing the price, the new revenue would be \( (250 + 40)(x - 400) \) because there are 400 fewer subscribers.
3. Since it's mentioned that the revenue remains the same before and after, we can set up an equation:
   \[ 250x = (250 + 40)(x - 400) \]

Now, let's solve for \( x \):

\[ 250x = (290)(x - 400) \]
\[ 250x = 290x -116000 \]
\[ 40x =116000\]
\[ x =2900\]

Therefore, there were originally \(2900\) subscribers last year.

Answer: E)2900"
A picks a number from the bag where the bag consists of numbers from {1,2....23} and puts it in the same bag. Now, another person B picks a number from the bag. Find the probability that A has picked a greater number than B?	"To find the probability that A has picked a greater number than B, we need to consider all possible pairs of numbers that A and B can pick.

Total number of outcomes when A and B pick numbers from {1, 2, ..., 23} is 23 * 23 = 529 (since each person can pick any number from the bag).

Now let's consider the cases where A picks a greater number than B:
- If A picks 2, there are 21 numbers less than or equal to 2. So, there are 21 possibilities for B to pick a smaller number.
- If A picks 3, there are 22 numbers less than or equal to 3. So, there are 22 possibilities for B to pick a smaller number.
- ...
- If A picks 23, there are no numbers less than or equal to it. So, there are no possibilities for B to pick a smaller number.

Therefore, the total favorable outcomes where A has picked a greater number than B is: 
(21 + 22 + ... + 0) = (21*22)/2 =231

So the probability that A has picked a greater number than B is: 
Favorable outcomes / Total outcomes =231 /529"
Ram has 12 pennies. He lost 5 of his pennies, how many does he have now?	"Let's solve the question step by step:

Ram has 12 pennies.
He lost 5 of his pennies.

To find out how many pennies Ram has now, we need to subtract the number of lost pennies from the initial number of pennies.

Initial number of pennies = 12
Number of lost pennies = 5

Number of pennies Ram has now = Initial number - Number lost
Number of pennies Ram has now = 12 - 5
Number of pennies Ram has now = 7

Therefore, Ram has 7 pennies now.

Answer: C)7"
